Stamp,Status,AT,B,K,Noe,Ooe,Szbg,Stmk,T,V,W
2021-03-09 09:30:00,Tested_PCR,5778608,161608,227722,1209202,562396,284782,526879,605377,306739,1893903
2021-03-09 09:30:00,Tested_AG,11272511,554790,536028,2615563,1955230,697959,1539558,1039817,619515,1714051
2021-03-09 15:00:00,Confirmed,476927,13181,30578,77304,89234,39506,58515,48671,23521,96417
2021-03-10 08:00:00,Confirmed,478896,13321,30647,77780,89533,39650,58736,48710,23527,96992
2021-03-10 09:30:00,Deaths,8776,245,705,1401,1531,505,1785,585,278,1741
2021-03-10 09:30:00,Recovered,449053,12214,28500,71880,85068,36490,53809,47272,23546,90274
2021-03-10 09:30:00,Hospitalisierung,1605,71,99,379,152,103,246,87,25,443
2021-03-10 09:30:00,Intensivstation,315,10,15,75,25,13,34,19,4,120
2021-03-10 09:30:00,Tested,17329303,725692,780153,3885068,2560979,1001876,2117895,1656543,940650,3660447
2021-03-10 09:30:00,Tested_PCR,5828023,162864,228854,1214172,564876,286638,529564,608527,308199,1924329
2021-03-10 09:30:00,Tested_AG,11501280,562828,551299,2670896,1996103,715238,1588331,1048016,632451,1736118
2021-03-10 15:00:00,Confirmed,480261,13363,30755,78145,89707,39712,58874,48796,23550,97359
2021-03-11 08:00:00,Confirmed,481966,13490,30822,78359,89998,39900,59088,48874,23558,97877
2021-03-11 09:30:00,Deaths,8798,245,707,1406,1536,505,1787,585,278,1749
2021-03-11 09:30:00,Recovered,450862,12289,28582,72269,85315,36635,54062,47396,23579,90735
2021-03-11 09:30:00,Hospitalisierung,1596,76,91,389,152,100,246,86,19,437
2021-03-11 09:30:00,Intensivstation,329,12,15,76,28,13,39,21,4,121
2021-03-11 09:30:00,Tested,17548957,735955,780828,3930268,2617695,1023271,2145853,1669705,953849,3691533
2021-03-11 09:30:00,Tested_PCR,5878826,163979,229447,1226953,567105,288373,532499,612427,309421,1948622
2021-03-11 09:30:00,Tested_AG,11670131,571976,551381,2703315,2050590,734898,1613354,1057278,644428,1742911
2021-03-11 15:00:00,Confirmed,483063,13498,30943,78771,90134,40009,59202,48974,23586,97946
2021-03-12 08:00:00,Confirmed,484792,13602,31024,78894,90445,40082,59379,49029,23608,98729
2021-03-12 09:30:00,Deaths,8831,247,711,1420,1538,507,1791,585,278,1754
2021-03-12 09:30:00,Recovered,453078,12354,28782,72633,85588,36824,54252,47528,23613,91504
2021-03-12 09:30:00,Hospitalisierung,1609,73,92,396,161,100,233,92,17,445
2021-03-12 09:30:00,Intensivstation,348,15,17,79,30,17,42,24,4,120
2021-03-12 09:30:00,Tested,17906847,745729,782016,4004202,2658827,1042456,2174570,1762040,968333,3768674
2021-03-12 09:30:00,Tested_PCR,5936541,164996,230545,1237497,569777,289875,533535,616766,310843,1982707
2021-03-12 09:30:00,Tested_AG,11970306,580733,551471,2766705,2089050,752581,1641035,1145274,657490,1785967
2021-03-12 15:00:00,Confirmed,486100,13604,31131,79423,90561,40234,59560,49158,23624,98805
2021-03-13 08:00:00,Confirmed,488076,13633,31222,79755,90876,40364,59798,49204,23644,99580
2021-03-13 09:30:00,Deaths,8856,247,715,1428,1538,511,1793,585,278,1761
2021-03-13 09:30:00,Recovered,455271,12436,28945,73245,85912,36970,54453,47651,23655,92004
2021-03-13 09:30:00,Hospitalisierung,1639,74,90,385,172,99,235,97,16,471
2021-03-13 09:30:00,Intensivstation,360,15,16,82,34,18,38,25,4,128
2021-03-13 09:30:00,Tested,18178608,765111,783011,4079284,2699892,1065238,2215308,1780612,982335,3807817
2021-03-13 09:30:00,Tested_PCR,5978103,165863,231450,1250051,572111,291240,539493,620933,312309,1994653
2021-03-13 09:30:00,Tested_AG,12200505,599248,551561,2829233,2127781,773998,1675815,1159679,670026,1813164
2021-03-13 15:00:00,Confirmed,489089,13679,31270,80060,91091,40409,59828,49350,23662,99740
2021-03-14 08:00:00,Confirmed,490547,13722,31355,80397,91266,40547,60096,49421,23673,100070
2021-03-14 09:30:00,Deaths,8873,248,716,1434,1542,511,1795,585,278,1764
2021-03-14 09:30:00,Recovered,457266,12497,29112,73772,86314,37116,54652,47762,23710,92331
2021-03-14 09:30:00,Hospitalisierung,1661,74,96,380,184,100,231,101,17,478
2021-03-14 09:30:00,Intensivstation,360,15,16,87,35,16,36,25,4,126
2021-03-14 09:30:00,Tested,18346043,772126,783426,4130698,2722516,1075448,2243171,1794959,990424,3833275
2021-03-14 09:30:00,Tested_PCR,6004667,166899,231848,1259580,574282,292294,541719,624658,313553,1999834
2021-03-14 09:30:00,Tested_AG,12341376,605227,551578,2871118,2148234,783154,1701452,1170301,676871,1833441
2021-03-14 15:00:00,Confirmed,491483,13784,31385,80426,91433,40636,60265,49491,23695,100368
2021-03-15 08:00:00,Confirmed,492644,13844,31446,80621,91552,40718,60344,49585,23705,100829
2021-03-15 09:30:00,Deaths,8892,248,717,1441,1543,515,1800,585,278,1765
2021-03-15 09:30:00,Recovered,459288,12567,29289,74314,86675,37285,54855,47906,23772,92625
2021-03-15 09:30:00,Hospitalisierung,1759,72,101,400,208,98,246,105,15,514
2021-03-15 09:30:00,Intensivstation,364,16,16,85,41,14,33,23,2,134
2021-03-15 09:30:00,Tested,18485146,778154,785396,4167187,2749652,1077012,2247450,1811508,998950,3869837
2021-03-15 09:30:00,Tested_PCR,6033827,167469,233795,1267556,576547,293760,545998,629138,314260,2005304
2021-03-15 09:30:00,Tested_AG,12451319,610685,551601,2889631,2173105,783252,1701452,1182370,684690,1864533
2021-03-15 15:00:00,Confirmed,493958,13867,31498,80936,91773,40784,60604,49660,23726,101110
2021-03-16 08:00:00,Confirmed,495162,13943,31547,81034,91970,40898,60666,49829,23732,101543
2021-03-16 09:30:00,Deaths,8926,250,719,1450,1543,518,1802,586,278,1780
2021-03-16 09:30:00,Recovered,461737,12666,29432,74895,87017,37503,55088,48021,23800,93315
2021-03-16 09:30:00,Hospitalisierung,1844,79,104,428,214,98,259,109,15,538
2021-03-16 09:30:00,Intensivstation,383,18,17,86,43,14,36,24,2,143
2021-03-16 09:30:00,Tested,18840867,790271,786786,4239419,2819376,1102571,2345419,1826809,1015789,3914427
2021-03-16 09:30:00,Tested_PCR,6073601,168495,235099,1273437,578865,295314,549514,634117,314912,2023848
2021-03-16 09:30:00,Tested_AG,12767266,621776,551687,2965982,2240511,807257,1795905,1192692,700877,1890579
2021-03-16 15:00:00,Confirmed,496209,13966,31650,81262,92144,40991,60756,49906,23765,101769
2021-03-17 08:00:00,Confirmed,498017,14077,31679,81727,92458,41211,60856,49984,23763,102262
2021-03-17 09:30:00,Deaths,8956,252,723,1456,1546,520,1804,587,278,1790
2021-03-17 09:30:00,Recovered,463714,12745,29526,75402,87370,37648,55282,48144,23832,93765
2021-03-17 09:30:00,Hospitalisierung,1851,72,103,430,206,87,270,106,13,564
2021-03-17 09:30:00,Intensivstation,400,18,15,89,46,18,45,22,3,144
2021-03-17 09:30:00,Tested,19277527,799358,870998,4307909,2851427,1122193,2396525,1937323,1033799,3957995
2021-03-17 09:30:00,Tested_PCR,6116129,169159,236238,1280082,580588,297447,551159,640101,316342,2045013
2021-03-17 09:30:00,Tested_AG,13161398,630199,634760,3027827,2270839,824746,1845366,1297222,717457,1912982
2021-03-17 15:00:00,Confirmed,499160,14059,31822,82075,92609,41225,61113,50146,23802,102309
2021-03-18 08:00:00,Confirmed,501344,14181,31868,82365,92928,41468,61232,50210,23810,103282
2021-03-18 09:30:00,Deaths,8982,254,726,1462,1550,522,1807,588,279,1794
2021-03-18 09:30:00,Recovered,465984,12879,29591,75805,87623,37790,55559,48292,23866,94579
2021-03-18 09:30:00,Hospitalisierung,1814,71,100,416,210,85,263,108,15,546
2021-03-18 09:30:00,Intensivstation,386,19,16,85,46,14,40,26,3,137
2021-03-18 09:30:00,Tested,NA,809593,NA,4377441,2927953,1142497,2426106,1953024,1064740,4002957
2021-03-18 09:30:00,Tested_PCR,6172921,170019,237039,1289028,583231,299314,553683,644858,331334,2064415
2021-03-18 09:30:00,Tested_AG,NA,639574,NA,3088413,2344722,843183,1872423,1308166,733406,1938542
2021-03-18 15:00:00,Confirmed,502947,14208,32022,82959,93098,41584,61534,50365,23839,103338
2021-03-19 08:00:00,Confirmed,504549,14289,32036,83116,93374,41713,61694,50395,23851,104081
2021-03-19 09:30:00,Deaths,9024,257,728,1472,1556,523,1814,588,279,1807
2021-03-19 09:30:00,Recovered,468275,12935,29781,76337,87967,38021,55813,48418,23900,95103
2021-03-19 09:30:00,Hospitalisierung,1834,70,91,419,208,90,277,113,17,549
2021-03-19 09:30:00,Intensivstation,397,18,18,82,50,16,42,24,4,143
2021-03-19 09:30:00,Tested,19845558,823041,872716,4452465,2958465,1161332,2459841,1969077,1098690,4049950
2021-03-19 09:30:00,Tested_PCR,6238755,170684,237799,1303447,586089,300917,558554,649901,346817,2084547
2021-03-19 09:30:00,Tested_AG,13606803,652357,634917,3148999,2372376,860415,1901287,1319176,751873,1965403
2021-03-19 15:00:00,Confirmed,506162,14316,32144,83697,93559,41858,61936,50581,23884,104187
2021-03-20 08:00:00,Confirmed,508645,14449,32250,84072,93853,41991,62198,50874,23898,105060
2021-03-20 09:30:00,Deaths,9052,259,730,1478,1560,523,1820,589,279,1814
2021-03-20 09:30:00,Recovered,470684,13056,29953,77004,88383,38169,56102,48473,23842,95702
2021-03-20 09:30:00,Hospitalisierung,1844,68,90,415,216,96,298,115,18,528
2021-03-20 09:30:00,Intensivstation,394,16,17,80,52,20,45,23,3,138
2021-03-20 09:30:00,Tested,20123592,835606,873766,4526483,2991505,1184231,2493346,1986242,1141970,4090443
2021-03-20 09:30:00,Tested_PCR,6290058,171866,238734,1314724,588202,302701,560759,654513,363835,2094724
2021-03-20 09:30:00,Tested_AG,13833534,663740,635032,3211759,2403303,881530,1932587,1331729,778135,1995719
2021-03-20 15:00:00,Confirmed,509935,14470,32278,84438,94136,42069,62276,50892,23919,105457
2021-03-21 08:00:00,Confirmed,511427,14471,32356,84742,94341,42199,62480,51075,23927,105836
2021-03-21 09:30:00,Deaths,9074,260,733,1484,1566,524,1824,589,279,1815
2021-03-21 09:30:00,Recovered,473357,13171,30120,77651,88788,38262,56400,48721,23959,96285
2021-03-21 09:30:00,Hospitalisierung,1885,64,89,407,230,99,291,109,18,578
2021-03-21 09:30:00,Intensivstation,410,15,19,80,54,20,45,23,2,152
2021-03-21 09:30:00,Tested,20316556,842503,874442,4579366,3014683,1194163,2519857,1990374,1182027,4119141
2021-03-21 09:30:00,Tested_PCR,6341707,173335,239351,1326016,590380,303841,562317,658645,388614,2099208
2021-03-21 09:30:00,Tested_AG,13974849,669168,635091,3253350,2424303,890322,1957540,1331729,793413,2019933
2021-03-21 15:00:00,Confirmed,512623,14522,32389,84991,94425,42249,62611,51072,23955,106409
2021-03-22 08:00:00,Confirmed,513970,14550,32441,85207,94598,42380,62742,51226,23974,106852
2021-03-22 09:30:00,Deaths,9089,261,733,1491,1568,524,1824,591,279,1818
2021-03-22 09:30:00,Recovered,475227,13241,30262,78013,89192,38339,56691,48860,23970,96659
2021-03-22 09:30:00,Hospitalisierung,1983,65,94,415,250,106,306,111,19,617
2021-03-22 09:30:00,Intensivstation,437,16,20,84,57,21,48,24,2,165
2021-03-22 09:30:00,Tested,20476485,849033,876391,4617906,3040358,1195805,2521739,2019901,1205686,4149666
2021-03-22 09:30:00,Tested_PCR,6382399,173957,241262,1334355,591821,305136,564199,664006,404002,2103661
2021-03-22 09:30:00,Tested_AG,14094086,675076,635129,3283551,2448537,890669,1957540,1355895,801684,2046005
2021-03-22 15:00:00,Confirmed,515186,14667,32550,85560,94848,42440,62859,51267,24021,106974
2021-03-23 08:00:00,Confirmed,517009,14731,32631,85929,95113,42567,63087,51439,24044,107468
2021-03-23 09:30:00,Deaths,9121,262,733,1495,1572,525,1830,591,280,1833
2021-03-23 09:30:00,Recovered,477940,13340,30463,78780,89593,38516,57002,49046,23995,97205
2021-03-23 09:30:00,Hospitalisierung,2049,67,89,428,248,118,327,117,19,636
2021-03-23 09:30:00,Intensivstation,437,16,16,85,57,19,51,23,2,168
2021-03-23 09:30:00,Tested,20846292,861558,929695,4694800,3088116,1232030,2572266,2036946,1234614,4196267
2021-03-23 09:30:00,Tested_PCR,6431566,174679,242218,1339132,594780,306604,568895,670212,412368,2122678
2021-03-23 09:30:00,Tested_AG,14414726,686879,687477,3355668,2493336,925426,2003371,1366734,822246,2073589
2021-03-23 15:00:00,Confirmed,517628,14738,32714,86129,95249,42705,63133,51442,24065,107453
2021-03-24 08:00:00,Confirmed,520050,14877,32781,86566,95619,42861,63480,51705,24123,108038
2021-03-24 09:30:00,Deaths,9151,264,735,1501,1575,526,1839,591,280,1840
2021-03-24 09:30:00,Recovered,480597,13474,30577,79292,90007,38678,57349,49243,24022,97955
2021-03-24 09:30:00,Hospitalisierung,2086,71,90,443,263,115,325,120,20,639
2021-03-24 09:30:00,Intensivstation,447,16,15,91,54,18,50,25,2,176
2021-03-24 09:30:00,Tested,21147134,872896,931134,4767494,3129752,1252911,2625970,2053643,1273158,4240176
2021-03-24 09:30:00,Tested_PCR,6493316,176121,243164,1345120,598002,308780,571728,676228,431299,2142874
2021-03-24 09:30:00,Tested_AG,14653818,696775,687970,3422374,2531750,944131,2054242,1377415,841859,2097302
2021-03-24 15:00:00,Confirmed,520993,14899,32863,86931,95772,42947,63567,51713,24147,108154
2021-03-25 08:00:00,Confirmed,523220,14998,32900,87202,96122,43095,63709,51987,24184,109023
2021-03-25 09:30:00,Deaths,9178,267,736,1505,1577,529,1843,592,280,1849
2021-03-25 09:30:00,Recovered,483460,13569,30672,79756,90314,38907,57688,49427,24059,99068
2021-03-25 09:30:00,Hospitalisierung,2068,76,92,449,267,119,317,117,20,611
2021-03-25 09:30:00,Intensivstation,446,18,16,94,56,21,48,25,1,167
2021-03-25 09:30:00,Tested,21565462,884164,932192,4855242,3184428,1274885,2657562,2178261,1313899,4284829
2021-03-25 09:30:00,Tested_PCR,6568554,177254,244147,1358212,600979,311110,575061,681990,448492,2171309
2021-03-25 09:30:00,Tested_AG,14996908,706910,688045,3497030,2583449,963775,2082501,1496271,865407,2113520
2021-03-25 15:00:00,Confirmed,524616,15031,33040,87463,96346,43186,64058,52023,24231,109238
2021-03-26 08:00:00,Confirmed,527231,15170,33085,88014,96748,43309,64196,52306,24259,110144
2021-03-26 09:30:00,Deaths,9200,269,737,1508,1580,531,1846,592,280,1857
2021-03-26 09:30:00,Recovered,486088,13680,30808,80197,90759,39145,58004,49626,24083,99786
2021-03-26 09:30:00,Hospitalisierung,2151,87,87,456,284,117,315,134,23,648
2021-03-26 09:30:00,Intensivstation,463,19,14,99,64,22,54,25,1,165
2021-03-26 09:30:00,Tested,22051094,899869,933153,4935497,3218056,1295737,2663502,2194887,1337430,4572963
2021-03-26 09:30:00,Tested_PCR,6556772,178434,245108,1369259,604271,312885,578496,687087,472023,NA
2021-03-26 09:30:00,Tested_AG,15494322,721435,688045,3566238,2613785,982852,2085006,1507800,865407,NA
2021-03-26 15:00:00,Confirmed,527971,15179,33168,88074,96967,43342,64318,52365,24291,110267
2021-03-27 08:00:00,Confirmed,531104,15293,33263,88792,97286,43531,64499,52621,24361,111458
2021-03-27 09:30:00,Deaths,9231,270,739,1514,1582,533,1849,592,280,1872
2021-03-27 09:30:00,Recovered,488964,13814,30933,80961,91243,39335,58346,49864,24103,100365
2021-03-27 09:30:00,Hospitalisierung,2156,94,79,448,280,120,314,137,24,660
2021-03-27 09:30:00,Intensivstation,504,20,17,105,67,24,58,25,1,187
2021-03-27 09:30:00,Tested,22194436,917549,934164,5025191,3252545,1320211,2698663,2211937,1196919,4637257
2021-03-27 09:30:00,Tested_PCR,6333726,179517,246030,1381885,606881,314792,580529,691486,NA,2137532
2021-03-27 09:30:00,Tested_AG,15860710,738032,688134,3643306,2645664,1005419,2118134,1520451,NA,2499725
2021-03-27 15:00:00,Confirmed,532240,15316,33380,88961,97488,43587,64714,52670,24410,111714
2021-03-28 08:00:00,Confirmed,533587,15364,33415,89289,97708,43607,64772,52862,24421,112149
2021-03-28 09:30:00,Deaths,9256,274,740,1520,1585,534,1850,592,280,1881
2021-03-28 09:30:00,Recovered,491619,13915,31130,81680,91705,39525,58661,50023,24131,100849
2021-03-28 09:30:00,Hospitalisierung,2151,96,84,435,287,117,312,145,25,650
2021-03-28 09:30:00,Intensivstation,519,25,17,110,69,23,54,29,1,191
2021-03-28 09:30:00,Tested,22455472,927611,934873,5086477,3276807,1331590,2755439,2229212,1218096,4695367
2021-03-28 09:30:00,Tested_PCR,6383732,180786,246684,1388767,609524,315978,582924,696416,195695,2166958
2021-03-28 09:30:00,Tested_AG,16071740,746825,688189,3697710,2667283,1015612,2172515,1532796,1022401,2528409
2021-03-28 15:00:00,Confirmed,534600,15389,33483,89576,97787,43645,65008,52888,24454,112370
2021-03-29 08:00:00,Confirmed,536995,15461,33513,89998,98066,43882,65244,53105,24485,113241
2021-03-29 09:30:00,Deaths,9275,275,743,1523,1587,534,1852,593,280,1888
2021-03-29 09:30:00,Recovered,494377,13986,31287,82335,92218,39708,58955,50230,24165,101493
2021-03-29 09:30:00,Hospitalisierung,2227,99,84,453,301,118,310,146,27,689
2021-03-29 09:30:00,Intensivstation,534,24,17,113,69,23,55,28,1,204
2021-03-29 09:30:00,Tested,22610260,934721,936879,5124040,3301345,1333746,2758920,2247085,1231825,4741699
2021-03-29 09:30:00,Tested_PCR,6421765,181467,248648,1396330,611519,317540,586405,700979,196321,2182556
2021-03-29 09:30:00,Tested_AG,16188495,753254,688231,3727710,2689826,1016206,2172515,1546106,1035504,2559143
2021-03-29 15:00:00,Confirmed,537895,15459,33640,90412,98207,43878,65338,53153,24521,113287
2021-03-30 08:00:00,Confirmed,539737,15603,33672,90715,98463,43986,65508,53357,24548,113885
2021-03-30 09:30:00,Deaths,9308,276,744,1530,1593,536,1856,594,280,1899
2021-03-30 09:30:00,Recovered,497816,14086,31441,82976,92654,39989,59371,50501,24225,102573
2021-03-30 09:30:00,Hospitalisierung,2321,91,84,474,319,121,323,157,24,728
2021-03-30 09:30:00,Intensivstation,544,21,16,116,72,24,59,28,2,206
2021-03-30 09:30:00,Tested,23093306,949104,972454,5245241,3330249,1368198,2805617,2357712,1260864,4803867
2021-03-30 09:30:00,Tested_PCR,6474269,182242,249536,1406001,614299,318944,589669,706629,196870,2210079
2021-03-30 09:30:00,Tested_AG,16619037,766862,722918,3839240,2715950,1049254,2215948,1651083,1063994,2593788
2021-03-30 15:00:00,Confirmed,540940,15578,33828,91058,98665,44095,65657,53427,24602,114030
2021-03-31 08:00:00,Confirmed,542893,15687,33868,91342,99016,44193,65789,53639,24616,114743
2021-03-31 09:30:00,Deaths,9339,279,746,1531,1600,538,1860,594,281,1910
2021-03-31 09:30:00,Recovered,501116,14226,31599,83348,93151,40282,59791,50820,24307,103592
2021-03-31 09:30:00,Hospitalisierung,2323,83,79,481,322,122,316,156,23,741
2021-03-31 09:30:00,Intensivstation,540,19,13,121,71,23,56,26,3,208
2021-03-31 09:30:00,Tested,23451521,961060,990186,5335669,3367362,1388828,2862543,2376380,1287471,4882022
2021-03-31 09:30:00,Tested_PCR,6543059,183395,250521,1414134,616943,320800,591326,712407,197522,2256011
2021-03-31 09:30:00,Tested_AG,16908462,777665,739665,3921535,2750419,1068028,2271217,1663973,1089949,2626011
2021-03-31 15:00:00,Confirmed,543959,15701,34019,91440,99213,44260,65944,53681,24684,115017
2021-04-01 08:00:00,Confirmed,545965,15798,34063,91865,99536,44366,66067,53895,24699,115676
2021-04-01 09:30:00,Deaths,9368,281,747,1540,1603,538,1863,597,281,1918
2021-04-01 09:30:00,Recovered,503729,14333,31720,83586,93451,40562,60180,51050,24378,104469
2021-04-01 09:30:00,Hospitalisierung,2297,82,83,471,326,117,324,149,22,723
2021-04-01 09:30:00,Intensivstation,531,17,10,118,70,19,54,25,3,215
2021-04-01 09:30:00,Tested,23805240,974111,1020563,5413536,3419985,1410452,2894660,2395114,1316236,4960583
2021-04-01 09:30:00,Tested_PCR,6616140,184672,251514,1424498,619390,322479,593978,718645,198330,2302634
2021-04-01 09:30:00,Tested_AG,17189100,789439,769049,3989038,2800595,1087973,2300682,1676469,1117906,2657949
2021-04-01 15:00:00,Confirmed,547168,15826,34148,92115,99662,44488,66401,53935,24755,115838
2021-04-02 08:00:00,Confirmed,549165,15900,34243,92546,100016,44572,66490,54113,24789,116496
2021-04-02 09:30:00,Deaths,9397,283,749,1550,1603,540,1866,597,281,1928
2021-04-02 09:30:00,Recovered,506675,14460,31879,83999,93937,40767,60572,51306,24430,105325
2021-04-02 09:30:00,Hospitalisierung,2294,77,85,465,323,116,326,153,24,725
2021-04-02 09:30:00,Intensivstation,535,18,14,118,68,19,54,27,1,216
2021-04-02 09:30:00,Tested,24086423,982101,1021313,5481795,3453475,1432749,2934598,2413237,1341643,5025512
2021-04-02 09:30:00,Tested_PCR,6685800,185541,252215,1436676,621864,324151,598097,724157,199063,2344036
2021-04-02 09:30:00,Tested_AG,17400623,796560,769098,4045119,2831611,1108598,2336501,1689080,1142580,2681476
2021-04-02 15:00:00,Confirmed,550674,15910,34391,92829,100221,44683,66754,54158,24855,116873
2021-04-03 08:00:00,Confirmed,552577,15950,34422,93409,100369,44796,66798,54360,24884,117589
2021-04-03 09:30:00,Deaths,9434,287,749,1563,1610,541,1871,597,282,1934
2021-04-03 09:30:00,Recovered,509550,14571,32020,84443,94477,41019,60966,51589,24485,105980
2021-04-03 09:30:00,Hospitalisierung,2197,81,83,438,282,114,330,146,26,697
2021-04-03 09:30:00,Intensivstation,531,20,14,121,66,20,53,30,1,206
2021-04-03 09:30:00,Tested,24402915,1002217,1022572,5559735,3492403,1461084,2974104,2432393,1377060,5081347
2021-04-03 09:30:00,Tested_PCR,6745518,186445,253451,1448714,624352,325658,599886,729771,199918,2377323
2021-04-03 09:30:00,Tested_AG,17657397,815772,769121,4111021,2868051,1135426,2374218,1702622,1177142,2704024
2021-04-03 15:00:00,Confirmed,554118,15965,34524,93938,100711,44828,67008,54367,24923,117854
2021-04-04 08:00:00,Confirmed,555540,16068,34602,94241,100795,44912,67205,54538,24952,118227
2021-04-04 09:30:00,Deaths,9449,288,749,1570,1615,541,1870,597,282,1937
2021-04-04 09:30:00,Recovered,512642,14689,32177,85291,94980,41220,61277,51857,24524,106627
2021-04-04 09:30:00,Hospitalisierung,2213,75,82,453,296,110,311,147,28,711
2021-04-04 09:30:00,Intensivstation,554,20,13,121,71,20,55,28,3,223
2021-04-04 09:30:00,Tested,24647471,1008849,1023272,5627205,3528840,1475805,2994313,2452467,1404146,5132574
2021-04-04 09:30:00,Tested_PCR,6800940,187349,254140,1459284,626331,326547,602646,736297,200514,2407832
2021-04-04 09:30:00,Tested_AG,17846531,821500,769132,4167921,2902509,1149258,2391667,1716170,1203632,2724742
2021-04-04 15:00:00,Confirmed,556883,16061,34656,94557,101076,45012,67365,54565,24977,118614
2021-04-05 08:00:00,Confirmed,557718,16058,34727,94749,101188,45034,67444,54744,24991,118783
2021-04-05 15:00:00,Confirmed,558724,16067,34795,94996,101337,45107,67642,54769,24997,119014
2021-04-05 09:30:00,Deaths,9482,289,750,1574,1622,542,1873,597,282,1953
2021-04-05 09:30:00,Recovered,516084,14796,32353,85977,95566,41386,61654,52060,24574,107718
2021-04-05 09:30:00,Hospitalisierung,2312,82,90,470,315,105,326,150,28,746
2021-04-05 09:30:00,Intensivstation,564,21,13,123,70,20,60,30,3,224
2021-04-05 09:30:00,Tested,24779805,1013451,1023928,5667003,3554759,1477274,2995783,2470439,1404607,5169561
2021-04-05 09:30:00,Tested_PCR,6840428,188113,254782,1468744,628066,327327,604116,740979,200919,2427382
2021-04-05 09:30:00,Tested_AG,17939377,825338,769146,4198259,2926693,1149947,2391667,1729460,1206688,2724179
2021-04-06 08:00:00,Confirmed,559854,16086,34859,95190,101514,45157,67671,54896,25008,119473
2021-04-06 09:30:00,Deaths,9517,289,750,1591,1628,543,1877,597,282,1960
2021-04-06 09:30:00,Recovered,519202,14879,NA,86779,96035,41611,62087,52327,24616,108515
2021-04-06 09:30:00,Hospitalisierung,2395,83,95,462,328,113,342,154,35,783
2021-04-06 09:30:00,Intensivstation,578,21,13,116,73,22,61,33,6,233
2021-04-06 09:30:00,Tested,24999349,1022796,1024436,5724746,3596428,1488972,3020536,2491656,1426164,5203615
2021-04-06 09:30:00,Tested_PCR,6867638,188567,255285,1475199,628818,328297,605935,747621,201209,2435707
2021-04-06 09:30:00,Tested_AG,18131711,834229,769151,4249547,2966610,1160675,2414601,1744035,1224955,2767908
2021-04-06 15:00:00,Confirmed,561361,16209,34954,95317,101770,45208,67887,54987,25086,119943
2021-04-07 08:00:00,Confirmed,562957,16329,35021,95548,101978,45332,67927,55180,25133,120509
2021-04-07 09:30:00,Deaths,9546,290,753,1595,1631,543,1882,598,282,1972
2021-04-07 09:30:00,Recovered,522774,14989,32686,87548,96481,41856,62432,52610,24649,109523
2021-04-07 09:30:00,Hospitalisierung,2455,91,92,520,331,117,359,151,32,762
2021-04-07 09:30:00,Intensivstation,581,20,17,126,72,23,65,30,7,221
2021-04-07 09:30:00,Tested,25515997,1033403,1038815,5801219,3656302,1530422,3091240,2650259,1458976,5255361
2021-04-07 09:30:00,Tested_PCR,6936131,189366,256459,1481130,631815,329902,609540,753905,210354,2473660
2021-04-07 09:30:00,Tested_AG,18579866,844037,782356,4320089,3024487,1200520,2481700,1896354,1248622,2781701
2021-04-07 15:00:00,Confirmed,564051,16346,35148,95699,102108,45437,68081,55227,25207,120798
2021-04-08 08:00:00,Confirmed,566026,16406,35183,95945,102476,45595,68253,55427,25237,121504
2021-04-08 09:30:00,Deaths,9586,295,755,1604,1632,545,1889,603,283,1980
2021-04-08 09:30:00,Recovered,525682,15160,32780,88077,96804,42061,62744,52858,24653,110545
2021-04-08 09:30:00,Hospitalisierung,2416,93,87,500,316,112,362,156,33,757
2021-04-08 09:30:00,Intensivstation,578,25,15,123,70,22,63,30,7,223
2021-04-08 09:30:00,Tested,25868498,1047236,1072569,5879319,3723290,1552358,3125254,2665899,1482416,5320157
2021-04-08 09:30:00,Tested_PCR,7003627,190519,257448,1487543,634877,331327,612388,759518,211060,2518947
2021-04-08 09:30:00,Tested_AG,18864871,856717,815121,4391776,3088413,1221031,2512866,1906381,1271356,2801210
2021-04-08 15:00:00,Confirmed,567480,16419,35395,96230,102802,45586,68403,55459,25297,121889
2021-04-09 08:00:00,Confirmed,568628,16475,35438,96457,102962,45717,68470,55633,25337,122139
2021-04-09 09:30:00,Deaths,9624,296,757,1614,1634,545,1900,603,283,1992
2021-04-09 09:30:00,Recovered,529191,15325,32967,88716,97342,42267,63057,53128,24673,111716
2021-04-09 09:30:00,Hospitalisierung,2394,92,94,492,320,109,346,145,34,762
2021-04-09 09:30:00,Intensivstation,580,26,16,121,67,22,62,31,9,226
2021-04-09 09:30:00,Tested,26161838,1056992,1073542,5950688,3777942,1574675,3155878,2680352,1506813,5384956
2021-04-09 09:30:00,Tested_PCR,7080109,190718,258421,1500073,636911,333300,615068,764801,211873,2568944
2021-04-09 09:30:00,Tested_AG,19081729,866274,815121,4450615,3141031,1241375,2540810,1915551,1294940,2816012
2021-04-09 15:00:00,Confirmed,570136,16506,35575,96791,103313,45830,68767,55635,25407,122312
2021-04-10 08:00:00,Confirmed,571911,16544,35667,97197,103455,45914,68924,55807,25443,122960
2021-04-10 09:30:00,Deaths,9662,299,759,1625,1638,545,1907,604,284,2001
2021-04-10 09:30:00,Recovered,532539,15440,33181,89572,97825,42470,63406,53402,24720,112523
2021-04-10 09:30:00,Hospitalisierung,2359,93,92,490,302,105,338,146,34,759
